image,flight,role,pair_id,tags,x,y,w,h,sqrt_area_px,coco_size,tof_cm,yaw_deg,occluder,occ_level,occlusion_frac,gsd_at_mat_mm_px,est_length_mm_at_mat_plane
S1_futsal_C3clean_20260725_082521_f001888.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,403.85,412.9,45.87,19.94,30.25,small,182,114,none,0,,,
S1_futsal_C3clean_20260725_082521_f001896.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,372.0,412.0,54.0,23.0,35.24,medium,182,116,none,0,,,
S1_futsal_C3clean_20260725_082521_f001904.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,339.0,412.0,63.0,28.0,42.0,medium,181,118,none,0,,,
S1_futsal_C3clean_20260725_082521_f001912.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,336.0,410.0,61.0,24.0,38.26,medium,181,119,none,0,,,
S1_futsal_C3clean_20260725_082521_f001920.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,350.7,411.92,46.45,17.04,28.13,small,178,119,none,0,,,
S1_futsal_C3clean_20260725_082521_f001928.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,364.12,410.75,46.29,18.17,29.0,small,179,119,none,0,,,
S1_futsal_C3clean_20260725_082521_f001936.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,381.54,411.06,45.56,18.75,29.23,small,181,119,none,0,,,
S1_futsal_C3clean_20260725_082521_f001944.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,401.16,412.34,45.09,19.14,29.38,small,178,118,none,0,,,
S1_futsal_C3clean_20260725_082521_f001952.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,424.81,414.55,45.91,21.08,31.11,small,185,118,none,0,,,
S1_futsal_C3clean_20260725_082521_f001960.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,440.08,418.1,45.14,18.49,28.89,small,185,118,none,0,,,
S1_futsal_C3clean_20260725_082521_f001968.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,467.28,420.14,43.51,19.74,29.3,small,186,118,none,0,,,
S1_futsal_C3clean_20260725_082521_f001976.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,483.0,418.63,45.47,22.31,31.85,small,185,118,none,0,,,
S1_futsal_C3clean_20260725_082521_f001984.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,505.0,416.99,44.32,18.57,28.69,small,183,118,none,0,,,
S1_futsal_C3clean_20260725_082521_f001992.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,523.59,412.92,44.39,19.95,29.76,small,182,118,none,0,,,
S1_futsal_C3clean_20260725_082521_f002000.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,540.64,409.83,45.11,20.07,30.09,small,179,118,none,0,,,
S1_futsal_C3clean_20260725_082521_f002008.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,541.12,408.78,44.05,20.58,30.11,small,177,119,none,0,,,
S1_futsal_C3clean_20260725_082521_f002016.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,505.47,407.12,43.28,19.64,29.16,small,179,122,none,0,,,
S1_futsal_C3clean_20260725_082521_f002024.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,455.2,409.09,44.57,20.87,30.5,small,182,125,none,0,,,
S1_futsal_C3clean_20260725_082521_f002032.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,450.81,408.82,46.2,20.43,30.72,small,182,125,none,0,,,
S1_futsal_C3clean_20260725_082521_f002040.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,448.02,408.38,44.02,20.97,30.38,small,177,125,none,0,,,
S1_futsal_C3clean_20260725_082521_f002048.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,449.34,407.56,44.42,20.97,30.52,small,177,125,none,0,,,
S1_futsal_C3clean_20260725_082521_f002056.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,454.18,407.83,44.86,21.49,31.05,small,179,125,none,0,,,
S1_futsal_C3clean_20260725_082521_f002064.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,465.1,408.25,43.95,20.88,30.29,small,177,125,none,0,,,
S1_futsal_C3clean_20260725_082521_f002072.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,482.0,409.02,42.57,20.11,29.26,small,179,125,none,0,,,
S1_futsal_C3clean_20260725_082521_f002080.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,496.58,409.59,43.99,20.17,29.79,small,180,125,none,0,,,
S1_futsal_C3clean_20260725_082521_f002088.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,511.53,410.58,44.53,18.09,28.39,small,182,125,none,0,,,
S1_futsal_C3clean_20260725_082521_f002096.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,529.63,409.74,43.41,19.2,28.87,small,180,125,none,0,,,
S1_futsal_C3clean_20260725_082521_f002104.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,546.24,408.56,42.61,20.95,29.88,small,179,125,none,0,,,
S1_futsal_C3clean_20260725_082521_f002112.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,565.5,409.26,43.0,20.13,29.42,small,180,125,none,0,,,
S1_futsal_C3clean_20260725_082521_f002120.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,583.06,408.75,42.77,20.82,29.84,small,177,125,none,0,,,
S1_futsal_C3clean_20260725_082521_f002128.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,600.14,409.46,43.2,19.79,29.24,small,180,125,none,0,,,
S1_futsal_C3clean_20260725_082521_f002136.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,621.77,409.54,43.87,20.61,30.07,small,179,125,none,0,,,
S1_futsal_C3clean_20260725_082521_f002144.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,643.05,409.59,43.99,20.37,29.93,small,179,125,none,0,,,
S1_futsal_C3clean_20260725_082521_f002152.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,657.54,409.93,45.3,20.18,30.24,small,183,125,none,0,,,
S1_futsal_C3clean_20260725_082521_f002160.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,672.94,408.92,45.04,21.56,31.16,small,180,125,none,0,,,
S1_futsal_C3clean_20260725_082521_f002168.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,694.24,408.14,44.76,22.17,31.5,small,182,125,none,0,,,
S1_futsal_C3clean_20260725_082521_f002176.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,715.24,409.12,40.83,20.89,29.2,small,179,125,none,0,,,
S1_futsal_C3clean_20260725_082521_f002184.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,732.25,408.73,40.46,20.71,28.95,small,179,125,none,0,,,
S1_futsal_C3clean_20260725_082521_f002192.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,749.0,408.43,40.84,21.12,29.37,small,181,125,none,0,,,
S1_futsal_C3clean_20260725_082521_f002200.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,763.68,406.26,42.91,22.76,31.25,small,181,125,none,0,,,
S1_futsal_C3clean_20260725_082521_f002208.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,775.93,405.12,44.07,18.15,28.28,small,183,126,none,0,,,
S1_futsal_C3clean_20260725_082521_f002216.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,734.4,401.95,43.6,19.51,29.17,small,181,129,none,0,,,
S1_futsal_C3clean_20260725_082521_f002224.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,668.4,397.16,40.65,19.15,27.9,small,181,133,none,0,,,
S1_futsal_C3clean_20260725_082521_f002232.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,601.35,394.58,38.84,19.86,27.77,small,180,135,none,0,,,
S1_futsal_C3clean_20260725_082521_f002240.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,565.24,393.88,37.74,18.62,26.51,small,180,139,none,0,,,
S1_futsal_C3clean_20260725_082521_f002248.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,562.53,393.21,37.98,19.48,27.2,small,183,139,none,0,,,
S1_futsal_C3clean_20260725_082521_f002256.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,560.37,393.81,38.14,20.6,28.03,small,181,139,none,0,,,
S1_futsal_C3clean_20260725_082521_f002264.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,564.75,393.74,37.63,20.33,27.66,small,184,139,none,0,,,
S1_futsal_C3clean_20260725_082521_f002272.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,573.38,394.05,38.68,20.87,28.41,small,181,139,none,0,,,
S1_futsal_C3clean_20260725_082521_f002280.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,584.0,392.0,39.0,20.0,27.93,small,181,139,none,0,,,
S1_futsal_C3clean_20260725_082521_f002288.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,598.7,393.98,37.29,18.01,25.92,small,182,139,none,0,,,
S1_futsal_C3clean_20260725_082521_f002296.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,613.23,393.17,37.0,18.37,26.07,small,181,139,none,0,,,
S1_futsal_C3clean_20260725_082521_f002304.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,630.78,392.94,37.82,18.47,26.43,small,180,139,none,0,,,
S1_futsal_C3clean_20260725_082521_f002312.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,646.75,392.68,36.87,18.53,26.14,small,179,139,none,0,,,
S1_futsal_C3clean_20260725_082521_f002320.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,659.39,391.64,38.01,19.71,27.37,small,180,139,none,0,,,
S1_futsal_C3clean_20260725_082521_f002328.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,669.75,390.61,38.32,21.17,28.48,small,181,139,none,0,,,
S1_futsal_C3clean_20260725_082521_f002336.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,675.3,390.71,38.19,20.02,27.65,small,178,139,none,0,,,
S1_futsal_C3clean_20260725_082521_f002344.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,678.4,388.97,36.29,19.2,26.39,small,178,139,none,0,,,
S1_futsal_C3clean_20260725_082521_f002352.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,674.82,389.17,38.89,20.65,28.34,small,180,138,none,0,,,
S1_futsal_C3clean_20260725_082521_f002360.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,673.55,390.75,36.67,20.76,27.59,small,181,138,none,0,,,
S1_futsal_C3clean_20260725_082521_f002368.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,674.93,390.67,37.82,21.3,28.39,small,179,138,none,0,,,
S1_futsal_C3clean_20260725_082521_f002376.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,682.15,390.96,37.66,20.47,27.77,small,182,139,none,0,,,
S1_futsal_C3clean_20260725_082521_f002384.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,693.3,391.59,36.37,20.29,27.17,small,182,139,none,0,,,
S1_futsal_C3clean_20260725_082521_f002392.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,710.61,390.92,38.07,20.47,27.92,small,182,139,none,0,,,
S1_futsal_C3clean_20260725_082521_f002400.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,720.86,391.11,36.55,20.31,27.25,small,181,139,none,0,,,
S1_futsal_C3clean_20260725_082521_f002408.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,727.33,391.29,35.7,19.38,26.3,small,182,142,none,0,,,
S1_futsal_C3clean_20260725_082521_f002448.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,475.81,378.58,33.24,20.91,26.36,small,181,154,none,0,,,
S1_futsal_C3clean_20260725_082521_f002456.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,475.57,377.87,32.94,18.89,24.94,small,180,154,none,0,,,
S1_futsal_C3clean_20260725_082521_f002464.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,475.43,379.54,32.81,19.76,25.46,small,179,154,none,0,,,
S1_futsal_C3clean_20260725_082521_f002472.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,477.82,379.53,36.22,19.6,26.64,small,180,154,none,0,,,
S1_futsal_C3clean_20260725_082521_f002480.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,486.54,379.49,33.96,19.95,26.03,small,180,154,none,0,,,
S1_futsal_C3clean_20260725_082521_f002488.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,498.09,380.67,34.95,19.06,25.81,small,180,154,none,0,,,
S1_futsal_C3clean_20260725_082521_f002496.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,511.63,379.74,34.3,19.01,25.53,small,179,154,none,0,,,
S1_futsal_C3clean_20260725_082521_f002504.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,529.52,380.0,32.09,18.63,24.45,small,181,154,none,0,,,
S1_futsal_C3clean_20260725_082521_f002512.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,547.34,381.79,32.02,15.39,22.19,small,181,154,none,0,,,
S1_futsal_C3clean_20260725_082521_f002520.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,559.95,382.32,31.21,15.13,21.73,small,181,154,none,0,,,
S1_futsal_C3clean_20260725_082521_f002528.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,577.11,382.47,32.52,19.32,25.06,small,180,154,none,0,,,
S1_futsal_C3clean_20260725_082521_f002536.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,590.7,382.8,32.73,19.63,25.35,small,180,154,none,0,,,
S1_futsal_C3clean_20260725_082521_f002544.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,607.62,383.94,31.47,18.67,24.24,small,181,154,none,0,,,
S1_futsal_C3clean_20260725_082521_f002552.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,624.22,382.72,32.88,20.22,25.78,small,181,154,none,0,,,
S1_futsal_C3clean_20260725_082521_f002560.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,636.0,381.0,33.0,19.0,25.04,small,179,154,none,0,,,
S1_futsal_C3clean_20260725_082521_f002568.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,652.62,382.45,32.84,19.02,24.99,small,181,154,none,0,,,
S1_futsal_C3clean_20260725_082521_f002576.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,672.79,382.25,33.37,18.37,24.76,small,179,154,none,0,,,
S1_futsal_C3clean_20260725_082521_f002584.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,692.0,382.0,23.0,19.0,20.9,small,180,154,none,0,,,
S1_futsal_C3clean_20260725_082521_f002592.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,701.0,385.0,31.0,18.0,23.62,small,181,154,none,0,,,
S1_futsal_C3clean_20260725_082521_f002600.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,724.0,382.0,23.0,18.0,20.35,small,179,154,none,0,,,
S1_futsal_C3clean_20260725_082521_f002608.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,741.0,380.0,27.0,22.0,24.37,small,178,154,none,0,,,
S1_futsal_C3clean_20260725_082521_f002616.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,754.0,382.0,27.0,18.0,22.05,small,178,154,none,0,,,
S1_futsal_C3clean_20260725_082521_f002624.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,770.0,379.0,27.0,21.0,23.81,small,178,154,none,0,,,
S1_futsal_C3clean_20260725_082521_f002632.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,781.51,381.81,29.94,16.15,21.99,small,177,154,none,0,,,
S1_futsal_C3clean_20260725_082521_f002640.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,727.61,376.7,28.41,19.04,23.26,small,180,157,none,0,,,
S1_futsal_C3clean_20260725_082521_f002648.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,blur_moderate,668.0,372.0,28.0,16.0,21.17,small,182,163,none,0,,,
S1_futsal_C3clean_20260725_082521_f002656.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,587.0,369.0,28.0,19.0,23.07,small,180,167,none,0,,,
S1_futsal_C3clean_20260725_082521_f002664.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,528.0,370.0,30.0,13.0,19.75,small,181,171,none,0,,,
S1_futsal_C3clean_20260725_082521_f002672.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,519.91,370.86,26.02,14.57,19.47,small,180,171,none,0,,,
S1_futsal_C3clean_20260725_082521_f002680.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,519.11,369.62,24.21,17.7,20.7,small,182,171,none,0,,,
S1_futsal_C3clean_20260725_082521_f002688.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,518.54,368.94,25.38,18.48,21.66,small,180,171,none,0,,,
S1_futsal_C3clean_20260725_082521_f002696.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,520.94,369.38,27.74,18.19,22.47,small,180,171,none,0,,,
S1_futsal_C3clean_20260725_082521_f002704.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,528.0,366.0,25.0,18.0,21.21,small,179,171,none,0,,,
S1_futsal_C3clean_20260725_082521_f002712.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,537.36,369.51,27.29,17.73,22.0,small,178,170,none,0,,,
S1_futsal_C3clean_20260725_082521_f002720.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,549.01,368.45,29.02,17.29,22.4,small,181,170,none,0,,,
S1_futsal_C3clean_20260725_082521_f002728.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,565.32,369.67,23.54,17.24,20.15,small,180,170,none,0,,,
S1_futsal_C3clean_20260725_082521_f002736.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,579.0,370.0,25.0,14.0,18.71,small,182,171,none,0,,,
S1_futsal_C3clean_20260725_082521_f002744.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,596.63,369.39,25.77,16.88,20.85,small,182,171,none,0,,,
S1_futsal_C3clean_20260725_082521_f002752.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,611.7,367.85,25.78,18.81,22.02,small,182,171,none,0,,,
S1_futsal_C3clean_20260725_082521_f002760.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,623.0,368.0,27.0,16.0,20.78,small,181,171,none,0,,,
S1_futsal_C3clean_20260725_082521_f002768.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,639.54,366.09,28.14,17.42,22.14,small,180,171,none,0,,,
S1_futsal_C3clean_20260725_082521_f002776.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,656.0,368.0,20.0,14.0,16.73,small,178,171,none,0,,,
S1_futsal_C3clean_20260725_082521_f002784.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,670.0,364.0,17.0,17.0,17.0,small,178,171,none,0,,,
S1_futsal_C3clean_20260725_082521_f002792.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,682.0,365.0,21.0,20.0,20.49,small,177,170,none,0,,,
S1_futsal_C3clean_20260725_082521_f002800.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,694.0,364.0,29.0,19.0,23.47,small,175,171,none,0,,,
S1_futsal_C3clean_20260725_082521_f002808.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,716.0,368.0,20.0,13.0,16.12,small,178,171,none,0,,,
S1_futsal_C3clean_20260725_082521_f002816.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,724.0,366.0,28.0,16.0,21.17,small,179,171,none,0,,,
S1_futsal_C3clean_20260725_082521_f002824.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,740.0,368.0,24.0,17.0,20.2,small,177,171,none,0,,,
S1_futsal_C3clean_20260725_082521_f002832.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,759.0,364.0,22.0,22.0,22.0,small,177,170,none,0,,,
S1_futsal_C3clean_20260725_082521_f002840.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,772.1,366.52,24.54,17.22,20.56,small,179,170,none,0,,,
S1_futsal_C3clean_20260725_082521_f002848.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,785.0,367.0,27.0,16.0,20.78,small,180,170,none,0,,,
S1_futsal_C3clean_20260725_082521_f002856.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,799.0,367.0,25.0,18.0,21.21,small,182,170,none,0,,,
S1_futsal_C3clean_20260725_082521_f002864.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,813.82,368.49,26.55,19.04,22.49,small,184,170,none,0,,,
S1_futsal_C3clean_20260725_082521_f002872.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,829.0,367.0,24.0,18.0,20.78,small,181,170,none,0,,,
S1_futsal_C3clean_20260725_082521_f002880.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,842.0,366.0,27.0,16.0,20.78,small,181,170,none,0,,,
S1_futsal_C3clean_20260725_082521_f002888.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,858.0,365.0,27.0,16.0,20.78,small,179,170,none,0,,,
S1_futsal_C3clean_20260725_082521_f002896.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,874.0,362.0,25.0,16.0,20.0,small,180,170,none,0,,,
S1_futsal_C3clean_20260725_082521_f002904.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,882.0,363.0,28.0,18.0,22.45,small,180,171,none,0,,,
S1_futsal_C3clean_20260725_082521_f002912.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,891.0,361.0,25.0,19.0,21.79,small,180,171,none,0,,,
S1_futsal_C3clean_20260725_082521_f002920.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,blur_moderate,861.0,358.0,21.0,21.0,21.0,small,182,172,none,0,,,
S1_futsal_C3clean_20260725_082521_f002928.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,775.0,353.0,24.0,16.0,19.6,small,180,175,none,0,,,
S1_futsal_C3clean_20260725_082521_f002936.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,693.52,350.26,29.82,15.46,21.47,small,181,-178,none,0,,,
S1_futsal_C3clean_20260725_082521_f002944.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,651.86,349.54,23.53,15.46,19.07,small,181,-175,none,0,,,
S1_futsal_C3clean_20260725_082521_f002952.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,649.0,349.0,22.0,14.0,17.55,small,178,-175,none,0,,,
S1_futsal_C3clean_20260725_082521_f002960.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,648.0,347.0,22.0,15.0,18.17,small,181,-175,none,0,,,
S1_futsal_C3clean_20260725_082521_f002968.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,645.0,348.0,22.0,15.0,18.17,small,181,-175,none,0,,,
S1_futsal_C3clean_20260725_082521_f002976.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,642.0,348.0,27.0,15.0,20.12,small,182,-175,none,0,,,
S1_futsal_C3clean_20260725_082521_f002984.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,643.31,349.59,23.78,14.62,18.65,small,182,-175,none,0,,,
S1_futsal_C3clean_20260725_082521_f002992.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,644.12,349.77,22.49,14.88,18.29,small,183,-175,none,0,,,
S1_futsal_C3clean_20260725_082521_f003000.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,641.11,349.22,24.59,15.95,19.8,small,181,-175,none,0,,,
S1_futsal_C3clean_20260725_082521_f003008.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,638.83,349.51,25.9,16.21,20.49,small,182,-175,none,0,,,
S1_futsal_C3clean_20260725_082521_f003016.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,637.97,349.87,27.23,16.31,21.07,small,184,-175,none,0,,,
S1_futsal_C3clean_20260725_082521_f003024.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,642.95,350.26,27.18,16.56,21.21,small,182,-175,none,0,,,
S1_futsal_C3clean_20260725_082521_f003032.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,651.98,350.36,25.44,15.67,19.97,small,182,-175,none,0,,,
S1_futsal_C3clean_20260725_082521_f003040.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,654.14,349.67,33.36,15.3,22.59,small,183,-175,none,0,,,
S1_futsal_C3clean_20260725_082521_f003048.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,675.0,348.0,21.0,18.0,19.44,small,184,-175,none,0,,,
S1_futsal_C3clean_20260725_082521_f003056.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,685.0,350.0,24.0,16.0,19.6,small,185,-175,none,0,,,
S1_futsal_C3clean_20260725_082521_f003064.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,698.0,350.0,22.0,14.0,17.55,small,183,-175,none,0,,,
S1_futsal_C3clean_20260725_082521_f003072.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,711.0,346.0,21.0,19.0,19.98,small,183,-175,none,0,,,
S1_futsal_C3clean_20260725_082521_f003080.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,721.0,345.0,25.0,14.0,18.71,small,183,-175,none,0,,,
S1_futsal_C3clean_20260725_082521_f003088.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,734.0,340.0,25.0,16.0,20.0,small,180,-175,none,0,,,
S1_futsal_C3clean_20260725_082521_f003096.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,745.47,337.87,26.14,15.73,20.28,small,176,-175,none,0,,,
S1_futsal_C3clean_20260725_082521_f003104.jpg,S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,,,751.98,336.05,34.01,17.61,24.47,small,175,-175,none,0,,,
